Protein.Names,Exo1_92.1_Control_rep1,Exo1_92.1_Control_rep2,Exo2_IBUD_rep1,Exo2_IBUD_rep2,Exo3_Control_rep1,Exo3_Control_rep2,Exo4_IBUD_rep1,Exo4_IBUD_rep2,Exo5_Control_rep1,Exo5_Control_rep2,Exo6_IBUD_rep1,Exo6_IBUD_rep2
ITA5_HUMAN,9.94E+04,1.06E+05,9.01E+04,9.37E+04,8.14E+04,8.39E+04,7.53E+04,8.44E+04,6.62E+04,7.20E+04,8.31E+04,8.75E+04
VIME_HUMAN,3.00E+05,2.94E+05,3.50E+05,3.60E+05,6.93E+05,7.22E+05,6.73E+05,7.24E+05,2.99E+05,3.05E+05,1.85E+05,2.10E+05
A2AP_HUMAN,2.59E+04,2.79E+04,2.48E+04,2.24E+04,1.80E+04,1.72E+04,1.57E+04,1.90E+04,1.68E+04,2.08E+04,1.76E+04,2.23E+04
RS17_HUMAN,2.07E+04,2.01E+04,2.18E+04,2.28E+04,6.40E+03,6.49E+03,8.53E+03,8.00E+03,8.79E+03,7.90E+03,1.23E+04,1.29E+04
K1C19_HUMAN,6.55E+03,4.46E+03,3.82E+03,,1.47E+04,,3.36E+04,4.26E+04,,,,2.43E+03
K2C7_HUMAN,,,6.84E+03,8.72E+03,6.63E+03,7.56E+03,4.52E+03,4.19E+03,2.67E+03,,,
GNAI3_HUMAN,3.27E+05,3.55E+05,3.10E+05,3.28E+05,5.21E+05,5.72E+05,5.31E+05,5.90E+05,2.93E+05,3.01E+05,3.13E+05,3.42E+05
ANXA5_HUMAN,2.40E+06,2.36E+06,1.72E+06,1.74E+06,8.36E+05,8.97E+05,1.02E+06,1.18E+06,1.23E+06,1.30E+06,1.50E+06,1.70E+06
K1C16_HUMAN,1.20E+05,1.22E+05,3.20E+04,3.51E+04,3.26E+04,3.68E+04,2.68E+04,3.39E+04,6.55E+04,6.92E+04,1.12E+04,1.42E+04
RSSA_HUMAN,6.09E+04,6.23E+04,9.75E+04,1.03E+05,3.20E+04,3.57E+04,4.15E+04,4.95E+04,4.08E+04,4.43E+04,3.65E+04,4.03E+04
ADA2A_HUMAN,1.29E+04,1.26E+04,1.30E+04,1.45E+04,,,,,,,,
CD63_HUMAN,3.78E+05,3.51E+05,4.42E+05,4.44E+05,5.55E+05,5.71E+05,5.83E+05,6.14E+05,5.91E+05,6.05E+05,5.39E+05,5.70E+05
SNRPA_HUMAN,,,,1.72E+03,2.35E+03,2.89E+03,4.03E+03,2.75E+03,3.32E+03,3.96E+03,2.86E+03,2.40E+03
ENOG_HUMAN,,1.97E+04,4.54E+03,1.09E+04,4.12E+04,4.11E+04,3.81E+04,4.51E+04,2.24E+04,2.14E+04,1.66E+04,1.90E+04
THIK_HUMAN,3.72E+03,5.38E+03,5.92E+03,6.43E+03,6.01E+03,5.95E+03,8.69E+03,8.46E+03,7.99E+03,7.08E+03,1.02E+04,9.35E+03
SRP19_HUMAN,2.85E+03,2.60E+03,3.04E+03,4.05E+03,3.13E+03,3.38E+03,3.52E+03,4.92E+03,4.52E+03,4.25E+03,5.49E+03,5.86E+03
GSTP1_HUMAN,1.55E+05,1.67E+05,1.63E+05,1.59E+05,3.02E+05,3.18E+05,3.03E+05,3.33E+05,2.23E+05,2.32E+05,2.17E+05,2.47E+05
RU1C_HUMAN,4.01E+03,4.01E+03,3.47E+03,4.60E+03,2.49E+03,2.58E+03,3.43E+03,4.77E+03,4.23E+03,5.42E+03,5.73E+03,6.05E+03
LEG1_HUMAN,7.22E+04,7.47E+04,8.32E+04,8.26E+04,4.69E+05,4.73E+05,3.51E+05,3.94E+05,8.19E+04,8.79E+04,9.32E+04,9.49E+04
DHPR_HUMAN,1.98E+04,1.88E+04,2.58E+04,2.43E+04,5.46E+04,6.12E+04,5.98E+04,7.19E+04,2.74E+04,2.89E+04,2.96E+04,4.07E+04
HMGB1_HUMAN,2.47E+04,2.17E+04,2.46E+04,2.69E+04,1.74E+04,1.98E+04,2.44E+04,2.81E+04,1.33E+04,1.35E+04,1.57E+04,2.07E+04
F16P1_HUMAN,6.57E+03,6.29E+03,4.41E+03,5.72E+03,3.29E+03,4.54E+03,3.67E+03,4.51E+03,3.11E+03,3.45E+03,4.40E+03,5.42E+03
GNAO_HUMAN,4.35E+04,3.84E+04,7.00E+04,1.61E+04,1.11E+05,1.21E+05,1.10E+05,1.42E+05,1.10E+05,1.26E+05,1.07E+05,1.39E+05
SPRC_HUMAN,2.11E+04,1.84E+04,2.16E+04,2.62E+04,2.06E+04,2.23E+04,1.53E+04,1.92E+04,1.32E+04,1.48E+04,1.17E+04,1.46E+04
GSTM1_HUMAN,1.11E+04,1.77E+04,1.54E+04,1.73E+04,2.42E+03,3.91E+03,3.24E+03,4.93E+03,2.97E+03,3.46E+03,3.81E+03,3.80E+03
TPM1_HUMAN,7.24E+03,,,3.89E+03,1.28E+04,1.19E+04,1.05E+04,1.01E+04,1.03E+04,9.43E+03,7.73E+03,6.92E+03
TPM1_HUMAN,4.79E+04,3.55E+04,3.56E+04,4.43E+04,9.42E+04,1.03E+05,8.08E+04,1.02E+05,7.53E+04,7.94E+04,6.40E+04,6.53E+04
CLCA_HUMAN,7.85E+04,7.84E+04,6.92E+04,7.64E+04,1.02E+05,1.12E+05,1.02E+05,1.22E+05,8.29E+04,9.60E+04,8.66E+04,9.10E+04
CLCB_HUMAN,3.09E+04,2.41E+04,2.54E+04,2.87E+04,2.00E+04,2.22E+04,2.26E+04,2.41E+04,2.83E+04,2.90E+04,2.34E+04,2.40E+04
ANXA4_HUMAN,3.12E+05,3.24E+05,2.78E+05,2.76E+05,1.10E+05,1.09E+05,1.21E+05,1.29E+05,1.16E+05,1.22E+05,1.27E+05,1.33E+05
ANXA4_HUMAN,1.53E+04,2.02E+04,1.64E+04,1.52E+04,1.35E+04,1.29E+04,1.38E+04,1.56E+04,1.03E+04,1.27E+04,1.35E+04,1.50E+04
CN37_HUMAN,2.38E+05,2.48E+05,2.36E+05,2.41E+05,6.82E+05,7.08E+05,6.69E+05,7.24E+05,3.98E+05,4.17E+05,4.24E+05,4.56E+05
DLDH_HUMAN,5.90E+03,6.16E+03,7.68E+03,8.02E+03,2.89E+03,,1.98E+03,2.14E+03,5.57E+03,5.23E+03,4.82E+03,5.82E+03
ROA1_HUMAN,6.67E+04,6.02E+04,6.49E+04,7.18E+04,3.76E+04,4.11E+04,4.38E+04,5.03E+04,5.89E+04,6.43E+04,5.34E+04,6.32E+04
RU2A_HUMAN,7.02E+03,7.10E+03,4.89E+03,7.39E+03,4.76E+03,6.26E+03,5.21E+03,6.93E+03,5.56E+03,6.21E+03,4.93E+03,5.38E+03
CATH_HUMAN,6.54E+03,6.18E+03,9.01E+03,9.30E+03,,1.38E+03,1.12E+03,1.23E+03,1.30E+03,,,
COX6C_HUMAN,8.45E+03,6.54E+03,6.15E+03,2.50E+03,1.57E+03,,,,1.77E+03,2.11E+03,3.52E+03,
PARP1_HUMAN,1.43E+05,1.39E+05,1.89E+05,1.86E+05,2.55E+04,2.70E+04,4.64E+04,5.37E+04,2.92E+04,3.08E+04,1.30E+05,1.45E+05
LKHA4_HUMAN,1.30E+04,1.23E+04,1.44E+04,1.18E+04,1.74E+04,1.77E+04,1.88E+04,2.14E+04,1.69E+04,1.71E+04,1.64E+04,1.74E+04
ALDOC_HUMAN,3.41E+04,3.32E+04,2.79E+04,3.15E+04,8.62E+03,1.01E+04,9.69E+03,9.86E+03,3.66E+04,3.78E+04,3.88E+04,4.13E+04
CO4A_HUMAN,3.70E+04,3.41E+04,2.51E+04,2.44E+04,1.99E+04,2.10E+04,2.14E+04,2.32E+04,1.96E+04,2.25E+04,2.00E+04,2.09E+04
H2AV_HUMAN;H2AZ_HUMAN,7.93E+04,7.72E+04,8.77E+04,8.66E+04,1.78E+04,1.76E+04,3.88E+04,4.45E+04,3.14E+04,2.75E+04,4.29E+04,6.26E+04
H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2C_HUMAN;H2AJ_HUMAN,1.25E+06,1.50E+06,1.51E+06,1.52E+06,3.12E+05,3.01E+05,6.33E+05,5.49E+05,5.15E+05,4.51E+05,7.82E+05,7.86E+05
ELFN1_HUMAN,1.79E+04,1.65E+04,1.53E+04,1.61E+04,3.71E+03,2.66E+03,5.54E+03,1.15E+03,3.00E+04,2.84E+04,3.23E+04,3.13E+04
GRL1A_HUMAN,2.34E+03,,4.52E+03,,1.48E+03,2.17E+03,2.01E+03,1.95E+03,,,,2.51E+03
GST2_HUMAN;GSTT2_HUMAN,,,,,7.78E+03,7.56E+03,9.77E+03,1.02E+04,,,,
POTEJ_HUMAN,,1.25E+04,,,4.10E+04,4.81E+04,6.44E+04,9.32E+04,7.04E+04,6.95E+04,7.23E+04,1.16E+05
NARR_HUMAN,,,,,3.04E+03,4.67E+03,4.44E+03,5.32E+03,2.99E+03,2.79E+03,3.54E+03,3.78E+03
ST1A1_HUMAN;ST1A3_HUMAN;ST1A4_HUMAN,,3.93E+04,,4.79E+04,4.98E+04,4.17E+04,4.65E+04,,,8.30E+04,,4.66E+04
CT452_HUMAN;CT458_HUMAN;CT459_HUMAN;CT45A_HUMAN,,,,,6.50E+03,7.05E+03,9.42E+03,9.92E+03,,,,
HS71A_HUMAN;HS71B_HUMAN,3.81E+05,3.90E+05,4.07E+05,4.14E+05,8.92E+05,9.91E+05,9.54E+05,1.05E+06,1.76E+05,1.85E+05,1.44E+05,1.62E+05
U2AF1_HUMAN;U2AF5_HUMAN,4.48E+04,4.14E+04,4.59E+04,4.76E+04,2.30E+04,2.01E+04,2.60E+04,2.75E+04,1.86E+04,1.43E+04,2.33E+04,2.72E+04
CBSL_HUMAN;CBS_HUMAN,1.48E+04,1.45E+04,1.52E+04,1.22E+04,1.17E+04,1.03E+04,1.04E+04,1.19E+04,1.49E+04,1.49E+04,1.30E+04,1.61E+04
IGLC2_HUMAN;IGLC3_HUMAN,,,,,1.26E+03,,2.45E+04,2.49E+04,,,,
CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN,5.51E+05,6.02E+05,6.64E+05,6.70E+05,1.45E+06,1.58E+06,1.31E+06,1.44E+06,1.18E+06,1.22E+06,1.34E+06,1.44E+06
RPAC2_HUMAN,1.51E+04,1.34E+04,1.55E+04,1.33E+04,7.35E+03,9.15E+03,8.29E+03,8.17E+03,,,5.80E+03,
AMY1A_HUMAN;AMY1B_HUMAN;AMY1C_HUMAN;AMY2B_HUMAN,6.89E+03,6.70E+03,6.63E+03,5.27E+03,3.53E+03,4.20E+03,3.99E+03,5.18E+03,4.50E+03,4.53E+03,4.30E+03,5.40E+03
RAP2A_HUMAN,2.83E+04,2.82E+04,2.80E+04,2.80E+04,6.98E+04,6.74E+04,5.95E+04,5.78E+04,2.89E+04,2.82E+04,2.82E+04,2.64E+04
SRGN_HUMAN,,,,,,,,,5.17E+03,6.64E+03,2.15E+04,2.79E+04
IL8_HUMAN,,,,,,,,,4.52E+03,4.09E+03,8.40E+03,8.36E+03
RO60_HUMAN,2.28E+04,2.22E+04,2.74E+04,2.76E+04,1.65E+04,1.86E+04,1.76E+04,2.34E+04,1.32E+04,1.46E+04,1.61E+04,2.05E+04
LYAG_HUMAN,1.87E+04,1.94E+04,2.61E+04,2.63E+04,2.51E+03,2.75E+03,4.06E+03,5.58E+03,3.37E+03,2.70E+03,5.13E+03,6.19E+03
RRAS_HUMAN,3.61E+04,4.20E+04,4.00E+04,3.77E+04,5.36E+04,5.74E+04,5.33E+04,6.94E+04,5.22E+04,5.95E+04,5.87E+04,6.00E+04
HLAC_HUMAN,4.81E+05,4.65E+05,4.04E+05,4.34E+05,1.64E+05,1.97E+05,2.33E+05,2.79E+05,1.04E+05,1.23E+05,1.04E+05,1.43E+05
ARAF_HUMAN,9.94E+03,9.77E+03,1.08E+04,1.08E+04,5.65E+03,8.33E+03,7.54E+03,7.96E+03,1.14E+04,1.11E+04,1.41E+04,1.45E+04
ODP2_HUMAN,6.52E+03,8.61E+03,8.43E+03,8.60E+03,2.07E+03,3.49E+03,3.91E+03,4.84E+03,8.05E+03,8.08E+03,1.36E+04,1.56E+04
PTPRF_HUMAN,2.30E+04,2.18E+04,1.99E+04,1.98E+04,2.56E+04,2.95E+04,2.58E+04,3.09E+04,2.21E+04,2.39E+04,2.32E+04,2.55E+04
THIO_HUMAN,2.58E+05,2.80E+05,3.00E+05,3.25E+05,2.51E+05,2.91E+05,2.72E+05,2.98E+05,1.57E+05,1.79E+05,1.72E+05,2.03E+05
COX5B_HUMAN,1.59E+04,1.82E+04,2.92E+04,2.98E+04,6.13E+03,5.78E+03,9.71E+03,1.33E+04,5.96E+03,7.71E+03,1.03E+04,1.47E+04
PPGB_HUMAN,3.57E+04,3.98E+04,5.35E+04,5.49E+04,4.10E+03,4.50E+03,8.23E+03,8.61E+03,1.00E+04,1.09E+04,2.30E+04,2.41E+04
MGST1_HUMAN,5.11E+03,5.68E+03,5.83E+03,7.49E+03,,,,,,,2.50E+03,
TAU_HUMAN,3.22E+03,,,,2.91E+03,3.76E+03,3.69E+03,4.58E+03,2.41E+03,3.18E+03,2.70E+03,2.99E+03
TAU_HUMAN,,,,,5.76E+03,7.24E+03,6.40E+03,8.11E+03,4.36E+03,5.60E+03,5.05E+03,5.29E+03
CO7_HUMAN,2.90E+04,2.91E+04,1.95E+04,2.31E+04,1.31E+04,1.45E+04,1.26E+04,1.47E+04,1.43E+04,1.32E+04,1.06E+04,1.41E+04
KAP0_HUMAN,1.35E+05,1.38E+05,1.48E+05,1.43E+05,2.73E+04,3.18E+04,3.39E+04,3.83E+04,1.08E+05,1.16E+05,1.25E+05,1.33E+05
TFPI1_HUMAN,,,,,,6.25E+02,,9.79E+02,4.98E+03,5.37E+03,4.16E+03,4.68E+03
KIT_HUMAN,4.91E+02,,,,,,,,1.32E+04,1.30E+04,1.51E+04,1.77E+04
ESTD_HUMAN,8.23E+04,6.66E+04,7.55E+04,7.38E+04,8.29E+04,1.05E+05,8.28E+04,1.21E+05,9.72E+04,1.07E+05,1.06E+05,1.31E+05
CH60_HUMAN,4.88E+04,4.85E+04,1.02E+05,1.02E+05,1.82E+04,2.05E+04,2.05E+04,2.38E+04,4.42E+04,4.51E+04,4.62E+04,4.84E+04
CLUS_HUMAN,3.25E+03,3.15E+03,2.51E+03,2.95E+03,,,,2.40E+03,,,,
GHR_HUMAN,,6.29E+03,,9.66E+03,4.36E+03,7.02E+03,4.64E+03,7.43E+03,1.55E+04,1.47E+04,8.69E+03,2.73E+04
HPLN1_HUMAN,,,,,5.08E+03,4.99E+03,3.47E+03,2.89E+03,,,,
BIP_HUMAN,1.56E+05,1.55E+05,1.75E+05,1.79E+05,3.51E+04,3.73E+04,4.40E+04,4.93E+04,9.86E+04,1.07E+05,1.29E+05,1.40E+05
LAMC1_HUMAN,1.98E+05,1.98E+05,1.93E+05,1.98E+05,3.18E+04,3.41E+04,4.33E+04,4.67E+04,6.56E+04,6.97E+04,1.06E+05,1.21E+05
PPAL_HUMAN,2.46E+04,2.85E+04,3.89E+04,4.30E+04,7.37E+03,7.94E+03,1.24E+04,1.45E+04,8.34E+03,9.29E+03,1.58E+04,1.60E+04
HSP7C_HUMAN,1.77E+06,1.85E+06,1.81E+06,1.84E+06,2.75E+06,2.82E+06,2.65E+06,2.69E+06,1.89E+06,1.94E+06,1.53E+06,1.70E+06
GTR1_HUMAN,3.30E+05,3.37E+05,2.01E+05,1.93E+05,1.76E+05,1.86E+05,2.04E+05,2.22E+05,1.99E+05,2.05E+05,2.23E+05,2.67E+05
GTR3_HUMAN,4.44E+04,4.51E+04,4.82E+04,5.09E+04,2.20E+05,2.18E+05,2.05E+05,1.93E+05,4.42E+04,4.63E+04,4.20E+04,4.14E+04
EPB41_HUMAN,8.00E+04,7.48E+04,7.67E+04,7.80E+04,7.63E+04,8.51E+04,7.88E+04,8.91E+04,5.18E+04,5.40E+04,6.25E+04,7.07E+04
UMPS_HUMAN,3.25E+04,3.39E+04,4.50E+04,3.97E+04,3.04E+04,3.10E+04,2.98E+04,3.39E+04,2.99E+04,3.28E+04,3.34E+04,3.30E+04
ODPB_HUMAN,3.27E+03,1.63E+03,5.31E+03,6.38E+03,1.88E+03,2.20E+03,2.46E+03,2.72E+03,1.68E+03,3.10E+03,3.16E+03,3.12E+03
ITAM_HUMAN,1.11E+04,,7.45E+03,,,,4.89E+03,5.81E+03,,,,
PYGB_HUMAN,5.08E+04,5.51E+04,6.84E+04,7.26E+04,5.42E+04,6.29E+04,6.65E+04,7.71E+04,8.87E+04,9.25E+04,9.95E+04,1.13E+05
PYGM_HUMAN,1.49E+04,1.17E+04,1.27E+04,1.67E+04,9.69E+03,1.09E+04,1.04E+04,1.21E+04,1.46E+04,1.83E+04,1.72E+04,2.31E+04
RALA_HUMAN,1.53E+05,1.41E+05,1.35E+05,1.28E+05,1.14E+05,1.34E+05,1.27E+05,1.56E+05,1.96E+05,2.19E+05,2.06E+05,2.38E+05
RALB_HUMAN,2.35E+05,2.56E+05,2.15E+05,2.37E+05,3.35E+05,3.76E+05,3.31E+05,3.96E+05,3.83E+05,4.21E+05,4.14E+05,4.60E+05
BCR_HUMAN,4.18E+03,5.19E+03,5.89E+03,3.76E+03,5.16E+03,6.02E+03,4.76E+03,5.61E+03,3.93E+03,3.79E+03,4.29E+03,5.61E+03
SPTB1_HUMAN,8.02E+03,1.01E+04,5.30E+03,3.87E+03,1.56E+03,2.47E+03,2.34E+03,2.07E+03,3.55E+03,3.72E+03,2.35E+03,2.39E+03
LAMP1_HUMAN,1.09E+06,1.09E+06,1.45E+06,1.36E+06,2.74E+05,2.95E+05,4.16E+05,4.18E+05,1.81E+05,1.73E+05,2.35E+05,2.23E+05
ACADM_HUMAN,4.08E+03,5.80E+03,1.13E+04,1.13E+04,2.06E+03,2.38E+03,2.12E+03,3.44E+03,6.03E+03,6.33E+03,6.61E+03,7.79E+03
FGFR1_HUMAN,3.25E+03,3.77E+03,5.00E+03,3.93E+03,2.46E+03,4.91E+03,5.37E+03,1.04E+04,,8.21E+03,1.09E+04,9.87E+03
TOP1_HUMAN,5.29E+04,5.72E+04,4.94E+04,5.34E+04,6.72E+03,7.94E+03,1.38E+04,1.69E+04,1.51E+04,1.61E+04,3.46E+04,4.05E+04
TOP2A_HUMAN,3.54E+04,3.31E+04,3.53E+04,3.74E+04,7.93E+03,8.83E+03,1.70E+04,1.90E+04,8.08E+03,8.22E+03,1.49E+04,1.58E+04
G6PD_HUMAN,4.31E+04,4.01E+04,4.49E+04,4.10E+04,6.61E+04,7.55E+04,6.21E+04,7.54E+04,5.60E+04,5.84E+04,6.40E+04,6.88E+04
UBL4A_HUMAN,3.82E+03,7.43E+03,6.25E+03,6.08E+03,6.20E+03,7.71E+03,5.60E+03,7.30E+03,1.23E+04,1.31E+04,1.16E+04,1.35E+04
PYC_HUMAN,3.13E+04,2.15E+04,2.45E+04,1.73E+04,1.86E+04,6.11E+03,9.64E+03,,8.52E+03,5.47E+03,,2.69E+03
DMD_HUMAN,3.20E+04,3.77E+04,3.56E+04,3.57E+04,2.53E+03,2.73E+03,,5.92E+03,4.16E+04,4.71E+04,5.36E+04,5.98E+04
DMD_HUMAN,,2.39E+03,2.05E+03,2.04E+03,,,,,2.31E+03,2.64E+03,2.97E+03,
C1TC_HUMAN,5.56E+04,5.45E+04,6.36E+04,6.58E+04,6.11E+04,6.37E+04,6.07E+04,6.36E+04,7.41E+04,7.48E+04,7.75E+04,8.23E+04
MPRI_HUMAN,1.47E+05,1.49E+05,1.56E+05,1.61E+05,1.97E+04,2.41E+04,2.64E+04,3.14E+04,1.35E+04,1.42E+04,2.38E+04,2.97E+04
ADHX_HUMAN,3.84E+04,4.47E+04,4.36E+04,4.02E+04,4.43E+04,4.69E+04,4.27E+04,4.85E+04,3.89E+04,4.11E+04,4.18E+04,4.38E+04
CDK4_HUMAN,6.31E+03,7.54E+03,8.83E+03,8.59E+03,6.22E+03,7.97E+03,8.15E+03,8.21E+03,3.76E+03,5.48E+03,6.69E+03,6.88E+03
PRPS2_HUMAN,1.18E+04,1.25E+04,1.43E+04,1.45E+04,1.10E+04,1.01E+04,9.91E+03,1.41E+04,1.17E+04,1.17E+04,1.30E+04,1.60E+04
PABP1_HUMAN,5.77E+04,6.17E+04,8.06E+04,7.70E+04,4.81E+04,5.10E+04,4.78E+04,5.51E+04,5.22E+04,5.32E+04,5.06E+04,5.36E+04
PCNA_HUMAN,5.26E+04,4.34E+04,4.90E+04,5.51E+04,2.80E+04,2.85E+04,2.71E+04,2.75E+04,7.03E+04,7.00E+04,5.92E+04,6.57E+04
HARS1_HUMAN,2.35E+04,2.32E+04,2.66E+04,2.93E+04,3.51E+04,3.82E+04,3.19E+04,3.70E+04,3.67E+04,3.47E+04,3.65E+04,3.78E+04
COBA1_HUMAN,,,5.93E+03,,,1.50E+03,4.19E+04,,2.25E+05,2.48E+05,8.66E+04,1.04E+05
CO6A1_HUMAN,3.46E+04,3.77E+04,2.38E+04,2.32E+04,2.38E+04,2.69E+04,2.62E+04,2.90E+04,1.83E+04,1.66E+04,1.59E+04,1.52E+04
CO6A2_HUMAN,2.40E+04,1.76E+04,1.28E+04,1.31E+04,1.17E+04,1.21E+04,1.26E+04,1.41E+04,7.49E+03,7.63E+03,6.11E+03,6.88E+03
CO6A3_HUMAN,3.69E+04,2.98E+04,1.96E+04,1.67E+04,1.68E+04,1.65E+04,1.51E+04,1.56E+04,8.99E+03,7.84E+03,6.66E+03,7.42E+03
ADT3_HUMAN,1.41E+04,1.41E+04,1.61E+04,1.66E+04,2.43E+03,5.06E+03,4.39E+03,6.65E+03,3.64E+03,5.12E+03,7.74E+03,7.66E+03
FA5_HUMAN,1.89E+05,1.84E+05,1.09E+05,1.04E+05,8.11E+04,8.37E+04,8.22E+04,8.00E+04,9.43E+04,9.34E+04,8.24E+04,9.12E+04
IMDH2_HUMAN,4.26E+04,4.13E+04,5.26E+04,5.22E+04,5.81E+04,6.07E+04,6.29E+04,6.68E+04,4.47E+04,4.85E+04,4.59E+04,4.97E+04
TPR_HUMAN,1.53E+04,1.40E+04,1.63E+04,2.76E+04,1.01E+04,1.18E+04,7.13E+03,9.96E+03,1.51E+04,1.46E+04,1.55E+04,1.90E+04
RLBP1_HUMAN,,4.12E+03,,2.86E+03,2.44E+04,2.04E+04,2.22E+04,2.01E+04,2.62E+03,2.16E+03,3.14E+03,2.87E+03
PIP_HUMAN,6.33E+04,5.45E+04,4.03E+04,3.87E+04,1.41E+04,1.33E+04,8.06E+03,1.03E+04,1.21E+04,1.12E+04,9.61E+03,1.20E+04
KCRB_HUMAN,2.69E+04,2.76E+04,3.19E+04,3.15E+04,7.33E+03,7.87E+03,7.61E+03,7.43E+03,1.74E+05,1.92E+05,1.99E+05,2.23E+05
ANXA3_HUMAN,2.03E+04,2.16E+04,2.16E+04,1.94E+04,1.46E+04,1.67E+04,1.48E+04,1.86E+04,1.78E+04,2.26E+04,1.77E+04,2.06E+04
KCRU_HUMAN,8.64E+03,9.29E+03,1.48E+04,1.48E+04,7.30E+03,9.31E+03,1.06E+04,1.02E+04,3.39E+04,3.57E+04,2.14E+04,2.21E+04
ACTN1_HUMAN,3.74E+04,3.65E+04,3.62E+04,3.74E+04,8.28E+04,9.14E+04,8.95E+04,1.02E+05,1.04E+05,1.10E+05,1.19E+05,1.31E+05
SRC_HUMAN,2.12E+04,2.18E+04,2.18E+04,2.01E+04,2.90E+04,3.68E+04,3.42E+04,4.02E+04,3.87E+04,3.94E+04,4.29E+04,4.69E+04
PEPD_HUMAN,5.53E+04,5.25E+04,5.17E+04,5.00E+04,3.66E+04,3.93E+04,3.30E+04,3.41E+04,2.65E+04,2.91E+04,2.63E+04,3.16E+04
XRCC6_HUMAN,2.48E+04,2.52E+04,3.78E+04,3.92E+04,1.27E+04,1.43E+04,1.75E+04,2.02E+04,1.88E+04,1.91E+04,2.22E+04,2.65E+04
XRCC5_HUMAN,2.96E+04,2.86E+04,4.20E+04,3.97E+04,1.23E+04,1.38E+04,1.67E+04,1.98E+04,1.76E+04,1.79E+04,2.30E+04,2.49E+04
COX41_HUMAN,1.26E+04,1.21E+04,1.95E+04,2.03E+04,3.69E+03,3.37E+03,4.80E+03,2.94E+03,5.16E+03,5.55E+03,7.55E+03,5.59E+03
GP1BB_HUMAN,8.31E+04,7.10E+04,6.50E+04,4.85E+04,2.90E+04,4.62E+04,4.51E+04,3.65E+04,5.06E+04,5.10E+04,4.00E+04,5.37E+04
GILT_HUMAN,6.98E+03,9.04E+03,1.93E+04,2.39E+04,,2.48E+03,2.19E+03,2.67E+03,,1.44E+03,3.26E+03,3.51E+03
LAMP2_HUMAN,4.17E+05,3.87E+05,4.22E+05,3.85E+05,9.13E+04,1.04E+05,1.54E+05,1.68E+05,8.74E+04,1.03E+05,1.38E+05,1.61E+05
RINI_HUMAN,2.91E+04,3.35E+04,3.31E+04,3.31E+04,1.90E+04,2.13E+04,1.72E+04,1.74E+04,1.96E+04,1.90E+04,2.03E+04,2.39E+04
BMP1_HUMAN,1.37E+04,1.30E+04,1.51E+04,1.66E+04,3.46E+03,3.27E+03,4.21E+03,4.36E+03,3.63E+03,3.96E+03,4.95E+03,3.95E+03
CY24A_HUMAN,,,,,,,8.07E+03,9.47E+03,,,,
NCAM1_HUMAN,3.65E+04,3.74E+04,3.41E+04,3.54E+04,3.13E+04,3.41E+04,2.94E+04,3.60E+04,1.04E+05,1.11E+05,1.15E+05,1.25E+05
NCAM1_HUMAN,,2.61E+03,,3.91E+03,2.72E+03,3.46E+03,3.75E+03,4.95E+03,1.44E+04,1.58E+04,1.85E+04,2.01E+04
CSPG2_HUMAN,,1.44E+03,,,,,,5.40E+02,1.07E+03,,,2.06E+03
ITA4_HUMAN,1.62E+04,1.69E+04,1.18E+04,7.08E+03,4.08E+04,3.85E+04,3.48E+04,3.72E+04,7.34E+03,5.15E+03,4.72E+03,6.11E+03
AT1A3_HUMAN,1.59E+04,2.66E+04,2.43E+04,1.88E+04,4.23E+04,5.27E+04,2.38E+04,3.12E+04,2.89E+04,3.95E+04,2.88E+04,4.92E+04
EF2_HUMAN,2.82E+05,2.89E+05,3.22E+05,3.30E+05,2.98E+05,3.14E+05,2.88E+05,3.21E+05,3.03E+05,3.19E+05,3.32E+05,3.56E+05
K1C10_HUMAN,3.44E+06,3.38E+06,1.35E+06,1.37E+06,5.20E+05,5.56E+05,5.08E+05,5.56E+05,7.13E+05,7.28E+05,5.55E+05,6.01E+05
K1C13_HUMAN,1.36E+04,1.21E+04,1.39E+04,1.34E+04,7.25E+03,7.54E+03,5.36E+04,5.90E+04,6.78E+03,7.38E+03,8.02E+03,7.86E+03
K2C5_HUMAN,8.88E+05,8.71E+05,3.87E+05,4.00E+05,2.08E+05,2.08E+05,1.90E+05,1.75E+05,2.53E+05,2.52E+05,1.43E+05,1.53E+05
PDIA4_HUMAN,2.50E+04,2.57E+04,3.26E+04,3.46E+04,1.14E+04,1.33E+04,1.58E+04,1.84E+04,2.18E+04,2.31E+04,2.93E+04,3.43E+04
CO6_HUMAN,1.40E+04,1.50E+04,9.63E+03,9.92E+03,3.11E+03,5.73E+03,3.89E+03,4.22E+03,5.90E+03,7.30E+03,5.23E+03,4.93E+03
P4HA1_HUMAN,9.54E+03,6.57E+03,8.91E+03,1.02E+04,3.34E+03,3.40E+03,3.71E+03,3.78E+03,5.45E+03,4.73E+03,5.10E+03,6.04E+03
PPA5_HUMAN,3.63E+04,3.55E+04,4.97E+04,4.28E+04,1.06E+04,1.05E+04,1.28E+04,1.34E+04,1.37E+04,1.34E+04,1.33E+04,1.19E+04
